case_id,article_id,start,end,surface_text,is_range,value,range_low,range_high,unit,unit_norm,unit_category,linked_entity_start,linked_entity_end,linked_entity_surface,linked_entity_type,link_method,linked_entity_cui,linked_entity_id
PMC12215201_01,PMC12215201,987,995,2.6 g/dL,False,2.6,,,g/dL,g/dl,lab_concentration,979,986,albumin,Treatment,same_sentence,C5966160,concept:C5966160
PMC12215201_01,PMC12215201,1119,1125,2.1 cm,False,2.1,,,cm,cm,length,1067,1072,liver,BodyPart,same_sentence,C0023884,concept:C0023884
PMC12215201_01,PMC12215201,1273,1279,4.6 cm,False,4.6,,,cm,cm,length,1193,1204,very little,Finding,same_sentence,C3844126,concept:C3844126
PMC12215201_01,PMC12215201,1965,1971,1 g/dL,False,1,,,g/dL,g/dl,lab_concentration,1913,1919,bloody,Finding,window_fallback,C4554530,concept:C4554530
PMC12215201_01,PMC12215201,1976,1982,2 g/dL,False,2,,,g/dL,g/dl,lab_concentration,2002,2009,albumin,Treatment,same_sentence_forward,C5966160,concept:C5966160
PMC12215201_01,PMC12215201,2029,2035,1 g/dL,False,1,,,g/dL,g/dl,lab_concentration,2002,2009,albumin,Treatment,same_sentence,C5966160,concept:C5966160
PMC12215201_01,PMC12215201,2040,2048,1.1 g/dL,False,1.1,,,g/dL,g/dl,lab_concentration,2002,2009,albumin,Treatment,same_sentence,C5966160,concept:C5966160
PMC12215201_01,PMC12215201,3149,3156,2 weeks,False,2,,,weeks,weeks,time,3134,3148,cardiac arrest,Diagnosis,same_sentence,C0018790,concept:C0018790
PMC12832199_01,PMC12832199,181,187,2 days,False,2,,,days,days,time,153,161,vomiting,Symptom,same_sentence,C0042963,concept:C0042963
PMC12832199_01,PMC12832199,659,665,1 year,False,1,,,year,year,time,592,600,prolapse,Diagnosis,same_sentence,C0033377,concept:C0033377
PMC12832199_01,PMC12832199,670,678,3 months,False,3,,,months,months,time,592,600,prolapse,Diagnosis,same_sentence,C0033377,concept:C0033377
PMC12832199_01,PMC12832199,960,968,9.6 g/dL,False,9.6,,,g/dL,g/dl,lab_concentration,940,946,anemia,Diagnosis,same_sentence,C0002871,concept:C0002871
PMC12832199_01,PMC12832199,988,996,2.8 g/dL,False,2.8,,,g/dL,g/dl,lab_concentration,971,986,hypoalbuminemia,Diagnosis,same_sentence,C0239981,concept:C0239981
PMC12832199_01,PMC12832199,1036,1045,2.2 mg/dL,False,2.2,,,mg/dL,mg/dl,lab_concentration,1003,1022,acute kidney injury,Diagnosis,same_sentence,C0022660,concept:C0022660
PMC12832199_01,PMC12832199,1231,1237,6.5 cm,False,6.5,,,cm,cm,length,1165,1191,gastric outlet obstruction,Diagnosis,window_fallback,C0162651,concept:C0162651
PMC12832199_01,PMC12832199,1272,1278,5.5 cm,False,5.5,,,cm,cm,length,1165,1191,gastric outlet obstruction,Diagnosis,window_fallback,C0162651,concept:C0162651
PMC12832199_01,PMC12832199,2734,2741,18 days,False,18,,,days,days,time,2727,2733,repair,Treatment,same_sentence,C0374711,concept:C0374711
PMC12832199_01,PMC12832199,3771,3775,5 cm,False,5,,,cm,cm,length,3730,3745,intraperitoneal,Finding,same_sentence,C4760449,concept:C4760449
PMC12832199_01,PMC12832199,4036,4043,191 min,False,191,,,min,min,time,4057,4082,blood loss. Postoperative,Diagnosis,same_sentence_forward,C0032788,concept:C0032788
PMC12832199_01,PMC12832199,4172,4178,day 27,False,27,,,day,day,time,4149,4158,Endoscopy,Exam,same_sentence,C0014245,concept:C0014245
PMC12832199_01,PMC12832199,4452,4460,2 months,False,2,,,months,months,time,4440,4442,CT,Exam,same_sentence,C0040405,concept:C0040405
PMC12832199_01,PMC12832199,4930,4939,10 months,False,10,,,months,months,time,4903,4913,recurrence,Diagnosis,same_sentence,C2825055,concept:C2825055
PMC2700431_01,PMC2700431,954,960,day 15,False,15,,,day,day,time,889,900,nasogastric,BodyPart,window_fallback,C3282907,concept:C3282907
PMC2817501_01,PMC2817501,340,347,80 mmHg,False,80,,,mmHg,mmhg,pressure,321,335,blood pressure,Finding,same_sentence,C1271104,concept:C1271104
PMC2817501_01,PMC2817501,591,598,30 mmHg,False,30,,,mmHg,mmhg,pressure,485,517,Transesophageal echocardiography,Exam,same_sentence,C0206054,concept:C0206054
PMC2817501_01,PMC2817501,677,684,20 mmHg,False,20,,,mmHg,mmhg,pressure,612,642,rheumatic mitral valve disease,Diagnosis,same_sentence,C0264765,concept:C0264765
PMC2817501_01,PMC2817501,700,706,1.8 cm,False,1.8,,,cm,cm,length,612,642,rheumatic mitral valve disease,Diagnosis,same_sentence,C0264765,concept:C0264765
PMC2817501_01,PMC2817501,789,792,30%,False,30,,,%,%,percentage,756,785,ventricular ejection fraction,Exam,same_sentence,C0042508,concept:C0042508
PMC2817501_01,PMC2817501,832,839,68 mmHg,False,68,,,mmHg,mmhg,pressure,803,828,pulmonary artery pressure,Finding,same_sentence,C0428642,concept:C0428642
PMC2817501_01,PMC2817501,946,949,90%,False,90,,,%,%,percentage,914,936,Coronary arteriography,Exam,same_sentence,C0085532,concept:C0085532
PMC2817501_01,PMC2817501,1503,1508,29 mm,False,29,,,mm,mm,length,1517,1526,aortotomy,Treatment,same_sentence_forward,C0190267,concept:C0190267
PMC2817501_01,PMC2817501,1830,1835,21 mm,False,21,,,mm,mm,length,,,,,none,,
PMC3437073_01,PMC3437073,288,292,7 cm,False,7,,,cm,cm,length,205,216,tuberculous,Diagnosis,window_fallback,C0041296,concept:C0041296
PMC3437073_01,PMC3437073,546,550,8 cm,False,8,,,cm,cm,length,526,532,spleen,BodyPart,same_sentence,C0037993,concept:C0037993
PMC3437073_01,PMC3437073,1867,1873,300 mg,False,300,,,mg,mg,mass,1862,1865,INH,Treatment,same_sentence,C0022209,concept:C0022209
PMC3437073_01,PMC3437073,1887,1893,600 mg,False,600,,,mg,mg,mass,1862,1865,INH,Treatment,same_sentence,C0022209,concept:C0022209
PMC3437073_01,PMC3437073,1909,1915,600 mg,False,600,,,mg,mg,mass,1898,1908,Ethambutol,Treatment,same_sentence,C0014964,concept:C0014964
PMC3437073_01,PMC3437073,1936,1942,500 mg,False,500,,,mg,mg,mass,1898,1908,Ethambutol,Treatment,same_sentence,C0014964,concept:C0014964
PMC3437073_01,PMC3437073,1950,1957,5 weeks,False,5,,,weeks,weeks,time,1923,1942,Pyrazinamide 500 mg,Treatment,same_sentence,C1186764,concept:C1186764
PMC3557982_01,PMC3557982,412,418,6 days,False,6,,,days,days,time,,,,,none,,
PMC3557982_01,PMC3557982,1025,1032,"1,593 g",False,"1,593",,,g,g,mass,1006,1016,right lung,BodyPart,same_sentence,C0225706,concept:C0225706
PMC3557982_01,PMC3557982,1046,1053,"1,268 g",False,"1,268",,,g,g,mass,1006,1016,right lung,BodyPart,same_sentence,C0225706,concept:C0225706
PMC3557982_01,PMC3557982,1071,1080,350-450 g,True,,350,450,g,g,mass,1006,1016,right lung,BodyPart,same_sentence,C0225706,concept:C0225706
PMC3557982_01,PMC3557982,2536,2542,43-day,False,43,,,day,day,time,2496,2500,died,Finding,window_fallback,C1546956,concept:C1546956
PMC3859158_01,PMC3859158,35,42,4-month,False,4,,,month,month,time,60,75,epigastric pain,Symptom,same_sentence_forward,C0232493,concept:C0232493
PMC3859158_01,PMC3859158,997,1004,11.5 cm,False,11.5,,,cm,cm,length,967,975,CT) scan,Exam,same_sentence,C0040405,concept:C0040405
PMC3859158_01,PMC3859158,1715,1721,6.2 cm,False,6.2,,,cm,cm,length,1684,1699,pancreatic mass,Finding,same_sentence,C0877425,concept:C0877425
PMC3859158_01,PMC3859158,2739,2746,6-month,False,6,,,month,month,time,2711,2718,therapy,Treatment,window_fallback,C0087111,concept:C0087111
PMC3897989_01,PMC3897989,678,684,79 U/L,False,79,,,U/L,u/l,lab_concentration,610,625,total bilirubin,Exam,same_sentence,C0201913,concept:C0201913
PMC3897989_01,PMC3897989,686,694,5-45 U/L,True,,5,45,U/L,u/l,lab_concentration,610,625,total bilirubin,Exam,same_sentence,C0201913,concept:C0201913
PMC3897989_01,PMC3897989,697,703,51 U/L,False,51,,,U/L,u/l,lab_concentration,610,625,total bilirubin,Exam,same_sentence,C0201913,concept:C0201913
PMC3897989_01,PMC3897989,705,713,5-35 U/L,True,,5,35,U/L,u/l,lab_concentration,610,625,total bilirubin,Exam,same_sentence,C0201913,concept:C0201913
PMC3897989_01,PMC3897989,716,723,540 U/L,False,540,,,U/L,u/l,lab_concentration,610,625,total bilirubin,Exam,same_sentence,C0201913,concept:C0201913
PMC3897989_01,PMC3897989,725,735,30-110 U/L,True,,30,110,U/L,u/l,lab_concentration,610,625,total bilirubin,Exam,same_sentence,C0201913,concept:C0201913
PMC3897989_01,PMC3897989,738,745,197 U/L,False,197,,,U/L,u/l,lab_concentration,610,625,total bilirubin,Exam,same_sentence,C0201913,concept:C0201913
PMC3897989_01,PMC3897989,747,755,7-50 U/L,True,,7,50,U/L,u/l,lab_concentration,610,625,total bilirubin,Exam,same_sentence,C0201913,concept:C0201913
PMC3897989_01,PMC3897989,858,869,"3,180 mg/dL",False,"3,180",,,mg/dL,mg/dl,lab_concentration,841,844,IgG,Exam,same_sentence,C0202087,concept:C0202087
PMC3897989_01,PMC3897989,871,885,694-1620 mg/dL,True,,694,1620,mg/dL,mg/dl,lab_concentration,841,844,IgG,Exam,same_sentence,C0202087,concept:C0202087
PMC3897989_01,PMC3897989,891,900,344 mg/dL,False,344,,,mg/dL,mg/dl,lab_concentration,841,844,IgG,Exam,same_sentence,C0202087,concept:C0202087
PMC3897989_01,PMC3897989,902,914,60-263 mg/dL,True,,60,263,mg/dL,mg/dl,lab_concentration,841,844,IgG,Exam,same_sentence,C0202087,concept:C0202087
PMC3897989_01,PMC3897989,1745,1756,66.89 ng/mL,False,66.89,,,ng/mL,ng/ml,lab_concentration,1703,1708,tumor,Diagnosis,same_sentence,C0027651,concept:C0027651
PMC3897989_01,PMC3897989,1758,1767,0-5 ng/mL,True,,0,5,ng/mL,ng/ml,lab_concentration,1703,1708,tumor,Diagnosis,same_sentence,C0027651,concept:C0027651
PMC3897989_01,PMC3897989,2011,2016,0.5 g,False,0.5,,,g,g,mass,1972,1981,Infection,Diagnosis,same_sentence,C0009450,concept:C0009450
PMC3897989_01,PMC3897989,2021,2028,8 hours,False,8,,,hours,hours,time,1972,1981,Infection,Diagnosis,same_sentence,C0009450,concept:C0009450
PMC3897989_01,PMC3897989,2225,2231,250 mg,False,250,,,mg,mg,mass,2107,2116,elevation,Treatment,same_sentence,C0439775,concept:C0439775
PMC3897989_01,PMC3897989,2516,2523,44.36 g,False,44.36,,,g,g,mass,2477,2480,IgG,Exam,same_sentence,C0202087,concept:C0202087
PMC3897989_01,PMC3897989,2527,2535,0.03-2 g,True,,0.03,2,g,g,mass,2477,2480,IgG,Exam,same_sentence,C0202087,concept:C0202087
PMC3897989_01,PMC3897989,2958,2963,40 mg,False,40,,,mg,mg,mass,2932,2950,methylprednisolone,Treatment,same_sentence,C0025815,concept:C0025815
PMC3897989_01,PMC3897989,3068,3075,376 U/L,False,376,,,U/L,u/l,lab_concentration,3047,3062,steroid therapy,Treatment,same_sentence,C0149783,concept:C0149783
PMC3897989_01,PMC3897989,3077,3083,38 U/L,False,38,,,U/L,u/l,lab_concentration,3047,3062,steroid therapy,Treatment,same_sentence,C0149783,concept:C0149783
PMC3897989_01,PMC3897989,3156,3163,243 U/L,False,243,,,U/L,u/l,lab_concentration,3047,3062,steroid therapy,Treatment,same_sentence,C0149783,concept:C0149783
PMC3897989_01,PMC3897989,3165,3171,47 U/L,False,47,,,U/L,u/l,lab_concentration,3047,3062,steroid therapy,Treatment,same_sentence,C0149783,concept:C0149783
PMC3897989_01,PMC3897989,3173,3179,47 U/L,False,47,,,U/L,u/l,lab_concentration,3047,3062,steroid therapy,Treatment,same_sentence,C0149783,concept:C0149783
PMC3897989_01,PMC3897989,3283,3288,32 mg,False,32,,,mg,mg,mass,3253,3268,steroid therapy,Treatment,same_sentence,C0149783,concept:C0149783
PMC3897989_01,PMC3897989,3378,3383,32 mg,False,32,,,mg,mg,mass,3310,3315,liver,BodyPart,window_fallback,C0023884,concept:C0023884
PMC3897989_01,PMC3897989,3403,3408,16 mg,False,16,,,mg,mg,mass,3310,3315,liver,BodyPart,window_fallback,C0023884,concept:C0023884
PMC3897989_01,PMC3897989,3526,3533,40 days,False,40,,,days,days,time,3555,3558,IgG,Exam,same_sentence_forward,C0202087,concept:C0202087
PMC3897989_01,PMC3897989,3658,3665,135 U/L,False,135,,,U/L,u/l,lab_concentration,3576,3580,back,BodyPart,window_fallback,C1995000,concept:C1995000
PMC3897989_01,PMC3897989,3667,3674,134 U/L,False,134,,,U/L,u/l,lab_concentration,3576,3580,back,BodyPart,window_fallback,C1995000,concept:C1995000
PMC3897989_01,PMC3897989,3809,3813,5 mg,False,5,,,mg,mg,mass,3664,3670,"L, 134",Treatment,window_fallback,C0064458,concept:C0064458
PMC3897989_01,PMC3897989,3867,3874,40 days,False,40,,,days,days,time,,,,,none,,
PMC3897989_01,PMC3897989,4086,4092,500 mg,False,500,,,mg,mg,mass,4044,4057,herpes zoster,Diagnosis,same_sentence,C0019360,concept:C0019360
PMC3897989_01,PMC3897989,4110,4116,9 days,False,9,,,days,days,time,4075,4092,acyclovir (500 mg,Treatment,same_sentence,C5222310,concept:C5222310
PMC3917415_01,PMC3917415,34,42,23 years,False,23,,,years,years,time,55,58,SLE,Diagnosis,same_sentence_forward,C0024141,concept:C0024141
PMC3917415_01,PMC3917415,202,207,7.5mg,False,7.5,,,mg,mg,mass,181,193,prednisolone,Treatment,same_sentence,C0032950,concept:C0032950
PMC3917415_01,PMC3917415,232,236,50mg,False,50,,,mg,mg,mass,212,228,cyclophosphamide,Treatment,same_sentence,C0010583,concept:C0010583
PMC3917415_01,PMC3917415,300,305,5.6mL,False,5.6,,,mL,ml,volume,212,228,cyclophosphamide,Treatment,window_fallback,C0010583,concept:C0010583
PMC3917415_01,PMC3917415,482,489,66mg/dL,False,66,,,mg/dL,mg/dl,lab_concentration,371,398,chronic kidney disease (CKD,Diagnosis,window_fallback,C1561643,concept:C1561643
PMC3917415_01,PMC3917415,495,502,14mg/dL,False,14,,,mg/dL,mg/dl,lab_concentration,371,398,chronic kidney disease (CKD,Diagnosis,window_fallback,C1561643,concept:C1561643
PMC3917415_01,PMC3917415,577,582,6.5IU,False,6.5,,,IU,iu,dose_unit,558,571,antibody (IgG,Treatment,same_sentence,C0020852,concept:C0020852
PMC3950436_01,PMC3950436,39,44,40 kg,False,40,,,kg,kg,mass,,,,,none,,
PMC3950436_01,PMC3950436,1413,1420,74 mmHg,False,74,,,mmHg,mmhg,pressure,1389,1403,blood pressure,Finding,same_sentence,C1271104,concept:C1271104
PMC3950436_01,PMC3950436,1475,1478,98%,False,98,,,%,%,percentage,1446,1452,oxygen,Treatment,same_sentence,C0030054,concept:C0030054
PMC3950436_01,PMC3950436,1561,1567,120 mg,False,120,,,mg,mg,mass,1514,1522,Ketamine,Treatment,same_sentence,C0022614,concept:C0022614
PMC3950436_01,PMC3950436,1569,1573,3 mg,False,3,,,mg,mg,mass,1514,1522,Ketamine,Treatment,same_sentence,C0022614,concept:C0022614
PMC3950436_01,PMC3950436,1589,1594,10 ml,False,10,,,ml,ml,volume,1514,1522,Ketamine,Treatment,same_sentence,C0022614,concept:C0022614
PMC3950436_01,PMC3950436,1695,1701,80 mcg,False,80,,,mcg,mcg,mass,1713,1728,dexmedetomidine,Treatment,same_sentence_forward,C0113293,concept:C0113293
PMC3950436_01,PMC3950436,1703,1708,2 mcg,False,2,,,mcg,mcg,mass,1713,1728,dexmedetomidine,Treatment,same_sentence_forward,C0113293,concept:C0113293
PMC3950436_01,PMC3950436,1788,1793,10 ml,False,10,,,ml,ml,volume,1730,1738,Precedex,Treatment,same_sentence,C0876757,concept:C0876757
PMC3950436_01,PMC3950436,1814,1817,5 g,False,5,,,g,g,mass,1809,1813,EMLA,Treatment,same_sentence,C0059079,concept:C0059079
PMC3950436_01,PMC3950436,1824,1826,5%,False,5,,,%,%,percentage,1809,1813,EMLA,Treatment,same_sentence,C0059079,concept:C0059079
PMC3950436_01,PMC3950436,1931,1936,10 cm,False,10,,,cm,cm,length,1899,1919,planned tracheostomy,Treatment,same_sentence,C0189341,concept:C0189341
PMC3950436_01,PMC3950436,2200,2207,70 mmHg,False,70,,,mmHg,mmhg,pressure,2209,2211,HR,Finding,same_sentence_forward,C0332167,concept:C0332167
PMC3950436_01,PMC3950436,2244,2247,98%,False,98,,,%,%,percentage,2236,2238,O2,Treatment,same_sentence,C0030054,concept:C0030054
PMC3950436_01,PMC3950436,2251,2254,24G,False,24,,,G,g,mass,2236,2238,O2,Treatment,window_fallback,C0030054,concept:C0030054
PMC3950436_01,PMC3950436,2348,2352,5 ml,False,5,,,ml,ml,volume,2353,2362,lidocaine,Treatment,same_sentence_forward,C0023660,concept:C0023660
PMC3950436_01,PMC3950436,2363,2365,1%,False,1,,,%,%,percentage,2353,2362,lidocaine,Treatment,same_sentence,C0023660,concept:C0023660
PMC3950436_01,PMC3950436,2533,2539,6.0 mm,False,6.0,,,mm,mm,length,2510,2522,tracheostomy,Treatment,same_sentence,C0040590,concept:C0040590
PMC4073451_01,PMC4073451,893,902,14 months,False,14,,,months,months,time,909,922,decompression,Treatment,same_sentence_forward,C1829459,concept:C1829459
PMC4310058_01,PMC4310058,135,142,2 weeks,False,2,,,weeks,weeks,time,84,89,skull,BodyPart,window_fallback,C0037303,concept:C0037303
PMC4310058_01,PMC4310058,225,232,2 years,False,2,,,years,years,time,84,89,skull,BodyPart,window_fallback,C0037303,concept:C0037303
PMC4310058_01,PMC4310058,716,723,2 years,False,2,,,years,years,time,740,745,skull,BodyPart,same_sentence_forward,C0037303,concept:C0037303
PMC4310058_01,PMC4310058,1245,1249,5 cm,False,5,,,cm,cm,length,1130,1142,cranioplasty,Treatment,window_fallback,C0196112,concept:C0196112
PMC4310058_01,PMC4310058,1985,1990,day 2,False,2,,,day,day,time,,,,,none,,
PMC4782471_01,PMC4782471,73,77,5 mm,False,5,,,mm,mm,length,0,4,A 10,Treatment,same_sentence,C0052080,concept:C0052080
PMC4782471_01,PMC4782471,673,678,50 mg,False,50,,,mg,mg,mass,518,542,under general anesthesia,Finding,window_fallback,C1719976,concept:C1719976
PMC4782471_01,PMC4782471,949,955,1-week,False,1,,,week,week,time,889,905,persistent fever,Diagnosis,same_sentence,C0476474,concept:C0476474
PMC4782471_01,PMC4782471,1161,1166,60 mm,False,60,,,mm,mm,length,1138,1152,blood pressure,Finding,same_sentence,C1271104,concept:C1271104
PMC4782471_01,PMC4782471,1409,1415,120 mm,False,120,,,mm,mm,length,1366,1405,elevated erythrocyte sedimentation rate,Finding,same_sentence,C0151632,concept:C0151632
PMC4782471_01,PMC4782471,1441,1449,91 mg/dl,False,91,,,mg/dl,mg/dl,lab_concentration,1366,1405,elevated erythrocyte sedimentation rate,Finding,same_sentence,C0151632,concept:C0151632
PMC4782471_01,PMC4782471,1541,1544,6 g,False,6,,,g,g,mass,1494,1515,normal platelet count,Finding,same_sentence,C0427564,concept:C0427564
PMC4782471_01,PMC4782471,1708,1712,5 mm,False,5,,,mm,mm,length,1668,1684,Echocardiography,Exam,same_sentence,C0013516,concept:C0013516
PMC4782471_01,PMC4782471,1715,1719,6 mm,False,6,,,mm,mm,length,1708,1712,5 mm,Finding,same_sentence,C3840882,concept:C3840882
PMC4782471_01,PMC4782471,2291,2298,3 weeks,False,3,,,weeks,weeks,time,2272,2286,no improvement,Finding,same_sentence,C3844714,concept:C3844714
PMC4782471_01,PMC4782471,2918,2924,12 min,False,12,,,min,min,time,2878,2884,bypass,Treatment,same_sentence,C0813207,concept:C0813207
PMC4782471_01,PMC4782471,3254,3260,2 days,False,2,,,days,days,time,3249,3253,died,Finding,same_sentence,C1546956,concept:C1546956
PMC4828947_01,PMC4828947,627,632,1 min,False,1,,,min,min,time,589,597,seizures,Symptom,same_sentence,C0036572,concept:C0036572
PMC4828947_01,PMC4828947,679,686,1200 mg,False,1200,,,mg,mg,mass,665,678,oxcarbazepine,Treatment,same_sentence,C0069751,concept:C0069751
PMC4828947_01,PMC4828947,709,716,1500 mg,False,1500,,,mg,mg,mass,695,708,valproic acid,Treatment,same_sentence,C0042291,concept:C0042291
PMC4828947_01,PMC4828947,2843,2852,60 months,False,60,,,months,months,time,2859,2868,operation,Treatment,same_sentence_forward,C0543467,concept:C0543467
PMC4835621_01,PMC4835621,1668,1671,73%,False,73,,,%,%,percentage,1617,1639,white blood cell count,Exam,same_sentence,C0023508,concept:C0023508
PMC4835621_01,PMC4835621,1699,1708,11.3 g/dL,False,11.3,,,g/dL,g/dl,lab_concentration,1617,1639,white blood cell count,Exam,same_sentence,C0023508,concept:C0023508
PMC4835621_01,PMC4835621,1790,1794,2.4%,False,2.4,,,%,%,percentage,1768,1786,reticulocyte count,Exam,same_sentence,C0206161,concept:C0206161
PMC4835621_01,PMC4835621,2106,2114,405 IU/L,False,405,,,IU/L,iu/l,lab_concentration,2054,2061,Lactate,Treatment,same_sentence,C0376261,concept:C0376261
PMC4835621_01,PMC4835621,2149,2160,15.30 mg/dL,False,15.30,,,mg/dL,mg/dl,lab_concentration,2054,2061,Lactate,Treatment,window_fallback,C0376261,concept:C0376261
PMC4835621_01,PMC4835621,2261,2264,10%,False,10,,,%,%,percentage,2288,2298,antibodies,Treatment,same_sentence_forward,C0003241,concept:C0003241
PMC4835621_01,PMC4835621,2724,2730,3.5 cm,False,3.5,,,cm,cm,length,2710,2720,thickening,Finding,same_sentence,C0205400,concept:C0205400
PMC4835621_01,PMC4835621,3603,3610,10 days,False,10,,,days,days,time,3591,3602,treated for,Finding,same_sentence,C0332154,concept:C0332154
PMC4835621_01,PMC4835621,3907,3911,2.5%,False,2.5,,,%,%,percentage,,,,,none,,
PMC4835621_01,PMC4835621,3919,3923,0.7%,False,0.7,,,%,%,percentage,,,,,none,,
PMC4835621_01,PMC4835621,3928,3936,302 IU/L,False,302,,,IU/L,iu/l,lab_concentration,,,,,none,,
PMC4835621_01,PMC4835621,3944,3952,182 IU/L,False,182,,,IU/L,iu/l,lab_concentration,,,,,none,,
PMC4835621_01,PMC4835621,4081,4091,31.2 mg/dL,False,31.2,,,mg/dL,mg/dl,lab_concentration,4068,4075,therapy,Treatment,same_sentence,C0087111,concept:C0087111
PMC4835621_01,PMC4835621,4095,4105,99.3 mg/dL,False,99.3,,,mg/dL,mg/dl,lab_concentration,4068,4075,therapy,Treatment,same_sentence,C0087111,concept:C0087111
PMC5137649_01,PMC5137649,37,42,3-day,False,3,,,day,day,time,54,65,right flank,BodyPart,same_sentence_forward,C0733995,concept:C0733995
PMC5137649_01,PMC5137649,337,340,6cm,False,6,,,cm,cm,length,300,319,computed tomography,Exam,same_sentence,C0040405,concept:C0040405
PMC5137649_01,PMC5137649,516,519,6cm,False,6,,,cm,cm,length,441,448,EUS-FNA,Exam,same_sentence,C1880510,concept:C1880510
PMC5137649_01,PMC5137649,522,525,9cm,False,9,,,cm,cm,length,441,448,EUS-FNA,Exam,same_sentence,C1880510,concept:C1880510
PMC5137649_01,PMC5137649,780,790,476.5ng/ml,False,476.5,,,ng/ml,ng/ml,lab_concentration,737,761,carcinoembryonic antigen,Exam,same_sentence,C0201933,concept:C0201933
PMC5137649_01,PMC5137649,837,840,6iu,False,6,,,iu,iu,dose_unit,737,761,carcinoembryonic antigen,Exam,same_sentence,C0201933,concept:C0201933
PMC5137649_01,PMC5137649,2073,2078,9.5cm,False,9.5,,,cm,cm,length,1977,2000,no evidence of bleeding,Finding,window_fallback,C3843551,concept:C3843551
PMC5137649_01,PMC5137649,2081,2086,4.5cm,False,4.5,,,cm,cm,length,1977,2000,no evidence of bleeding,Finding,window_fallback,C3843551,concept:C3843551
PMC5137649_01,PMC5137649,2089,2094,2.0cm,False,2.0,,,cm,cm,length,1977,2000,no evidence of bleeding,Finding,window_fallback,C3843551,concept:C3843551
PMC5137649_01,PMC5137649,2216,2221,day 4,False,4,,,day,day,time,,,,,none,,
PMC5804616_01,PMC5804616,625,634,80.5 mmHg,False,80.5,,,mmHg,mmhg,pressure,600,606,oxygen,Treatment,same_sentence,C0030054,concept:C0030054
PMC5804616_01,PMC5804616,678,687,38.8 mmHg,False,38.8,,,mmHg,mmhg,pressure,644,658,carbon dioxide,Exam,same_sentence,C0201930,concept:C0201930
PMC5804616_01,PMC5804616,801,805,3 mm,False,3,,,mm,mm,length,718,737,computed tomography,Exam,same_sentence,C0040405,concept:C0040405
PMC5804616_01,PMC5804616,1315,1320,35 mg,False,35,,,mg,mg,mass,1243,1261,left main bronchus,BodyPart,same_sentence,C0225630,concept:C0225630
PMC5804616_01,PMC5804616,1450,1456,6.0 mm,False,6.0,,,mm,mm,length,1335,1354,Tracheal intubation,Treatment,same_sentence,C0021932,concept:C0021932
PMC5804616_01,PMC5804616,1476,1482,400 mm,False,400,,,mm,mm,length,1335,1354,Tracheal intubation,Treatment,same_sentence,C0021932,concept:C0021932
PMC5804616_01,PMC5804616,1527,1532,26 cm,False,26,,,cm,cm,length,1335,1354,Tracheal intubation,Treatment,same_sentence,C0021932,concept:C0021932
PMC5804616_01,PMC5804616,2681,2683,4%,False,4,,,%,%,percentage,2653,2663,anesthesia,Symptom,same_sentence,C0278134,concept:C0278134
PMC5804616_01,PMC5804616,2716,2722,1.5-2%,True,,1.5,2,%,%,percentage,2684,2695,sevoflurane,Treatment,same_sentence,C0074414,concept:C0074414
PMC5804616_01,PMC5804616,2872,2882,250-400 ml,True,,250,400,ml,ml,volume,2887,2892,10-20,Finding,same_sentence_forward,C1630409,concept:C1630409
PMC5804616_01,PMC5804616,2986,2990,6 ml,False,6,,,ml,ml,volume,2957,2975,abdominal incision,Treatment,same_sentence,C0198488,concept:C0198488
PMC5804616_01,PMC5804616,2994,2996,1%,False,1,,,%,%,percentage,2957,2975,abdominal incision,Treatment,same_sentence,C0198488,concept:C0198488
PMC5804616_01,PMC5804616,3067,3071,0.3%,False,0.3,,,%,%,percentage,3044,3063,continuous infusion,Treatment,same_sentence,C0444889,concept:C0444889
PMC5804616_01,PMC5804616,3097,3103,4-6 ml,True,,4,6,ml,ml,volume,3072,3083,ropivacaine,Treatment,same_sentence,C0073571,concept:C0073571
PMC5804616_01,PMC5804616,3190,3200,252.4 mmHg,False,252.4,,,mmHg,mmhg,pressure,3145,3172,Arterial blood gas analysis,Exam,same_sentence,C0150411,concept:C0150411
PMC5804616_01,PMC5804616,3213,3222,36.9 mmHg,False,36.9,,,mmHg,mmhg,pressure,3145,3172,Arterial blood gas analysis,Exam,same_sentence,C0150411,concept:C0150411
PMC5804616_01,PMC5804616,3385,3388,98%,False,98,,,%,%,percentage,3330,3356,arterial oxygen saturation,Exam,same_sentence,C0428175,concept:C0428175
PMC5804616_01,PMC5804616,3454,3460,60 min,False,60,,,min,min,time,3470,3477,surgery,Treatment,same_sentence_forward,C0543467,concept:C0543467
PMC5804616_01,PMC5804616,3512,3515,89%,False,89,,,%,%,percentage,3470,3477,surgery,Treatment,same_sentence,C0543467,concept:C0543467
PMC5804616_01,PMC5804616,4017,4027,101.7 mmHg,False,101.7,,,mmHg,mmhg,pressure,3972,3999,arterial blood gas analysis,Exam,same_sentence,C0150411,concept:C0150411
PMC5804616_01,PMC5804616,4250,4253,99%,False,99,,,%,%,percentage,4174,4192,right pneumothorax,Finding,same_sentence,C0546333,concept:C0546333
PMC5804616_01,PMC5804616,4398,4404,650 ml,False,650,,,ml,ml,volume,4408,4424,pleural effusion,Diagnosis,same_sentence_forward,C0032227,concept:C0032227
