case_id,article_id,start,end,surface_text,is_range,value,range_low,range_high,unit,unit_norm,unit_category,linked_entity_start,linked_entity_end,linked_entity_surface,linked_entity_type,link_method,linked_entity_cui,linked_entity_id
PMC5804616_01,PMC5804616,6828,6834,60 min,False,60,,,min,min,time,6840,6863,spontaneous respiration,Finding,same_sentence_forward,C0412771,concept:C0412771
PMC5804616_01,PMC5804616,6976,6979,89%,False,89,,,%,%,percentage,6919,6937,surgical procedure,Treatment,same_sentence,C0543467,concept:C0543467
PMC5804616_01,PMC5804616,7890,7894,2.1%,False,2.1,,,%,%,percentage,7843,7855,pneumothorax,Diagnosis,same_sentence,C0032326,concept:C0032326
PMC5833205_01,PMC5833205,155,162,2 weeks,False,2,,,weeks,weeks,time,137,154,periorbital edema,Diagnosis,same_sentence,C0151205,concept:C0151205
PMC5833205_01,PMC5833205,690,698,1.8 g/dL,False,1.8,,,g/dL,g/dl,lab_concentration,679,686,albumin,Treatment,same_sentence,C5966160,concept:C5966160
PMC5833205_01,PMC5833205,910,919,6.4 mg/dL,False,6.4,,,mg/dL,mg/dl,lab_concentration,877,894,microcytic anemia,Diagnosis,same_sentence,C5194182,concept:C5194182
PMC5833205_01,PMC5833205,1032,1040,1.6 g/dL,False,1.6,,,g/dL,g/dl,lab_concentration,1021,1028,albumin,Treatment,same_sentence,C5966160,concept:C5966160
PMC5833205_01,PMC5833205,1059,1067,3.0 g/dL,False,3.0,,,g/dL,g/dl,lab_concentration,1042,1055,total protein,Exam,same_sentence,C0555903,concept:C0555903
PMC5833205_01,PMC5833205,1181,1188,1.13 mg,False,1.13,,,mg,mg,mass,1080,1099,alpha-1-antitrypsin,Treatment,same_sentence,C0002191,concept:C0002191
PMC5833205_01,PMC5833205,1706,1711,20 mL,False,20,,,mL,ml,volume,1693,1704,transfusion,Treatment,same_sentence,C1879316,concept:C1879316
PMC5833205_01,PMC5833205,1798,1802,6 mg,False,6,,,mg,mg,mass,1773,1784,replacement,Treatment,same_sentence,C0035139,concept:C0035139
PMC5833205_01,PMC5833205,2206,2212,1 week,False,1,,,week,week,time,2180,2187,albumin,Treatment,same_sentence,C5966160,concept:C5966160
PMC5833205_01,PMC5833205,2254,2262,3 months,False,3,,,months,months,time,2271,2275,iron,Treatment,same_sentence_forward,C0302583,concept:C0302583
PMC5833205_01,PMC5833205,2313,2322,11.8 g/dL,False,11.8,,,g/dL,g/dl,lab_concentration,2276,2283,therapy,Treatment,same_sentence,C0087111,concept:C0087111
PMC5875137_01,PMC5875137,200,206,6.5 cm,False,6.5,,,cm,cm,length,166,181,aortic aneurysm,Diagnosis,same_sentence,C0003486,concept:C0003486
PMC5875137_01,PMC5875137,252,259,3 weeks,False,3,,,weeks,weeks,time,284,314,replacement of ascending aorta,Treatment,same_sentence_forward,C0729662,concept:C0729662
PMC5875137_01,PMC5875137,320,325,30 mm,False,30,,,mm,mm,length,284,314,replacement of ascending aorta,Treatment,same_sentence,C0729662,concept:C0729662
PMC6083636_P1,PMC6083636,228,235,9 years,False,9,,,years,years,time,,,,,none,,
PMC6083636_P1,PMC6083636,598,603,10 mg,False,10,,,mg,mg,mass,558,580,Cycloplegic refraction,Exam,same_sentence,C0855713,concept:C0855713
PMC6083636_P1,PMC6083636,1967,1974,23.5 mm,False,23.5,,,mm,mm,length,1911,1915,300A,Treatment,same_sentence,C0100700,concept:C0100700
PMC6083636_P1,PMC6083636,3124,3127,20%,False,20,,,%,%,percentage,3091,3097,scores,Finding,same_sentence,C0449820,concept:C0449820
PMC6134951_01,PMC6134951,461,464,40%,False,40,,,%,%,percentage,451,456,score,Finding,same_sentence,C0449820,concept:C0449820
PMC6134951_01,PMC6134951,1078,1084,600 mg,False,600,,,mg,mg,mass,1068,1077,alectinib,Treatment,same_sentence,C3853921,concept:C3853921
PMC6134951_01,PMC6134951,1164,1171,10 days,False,10,,,days,days,time,1132,1153,left-sided chest pain,Symptom,window_fallback,C0541828,concept:C0541828
PMC6134951_01,PMC6134951,2006,2011,30 mg,False,30,,,mg,mg,mass,1980,1990,prednisone,Treatment,same_sentence,C0032952,concept:C0032952
PMC6134951_01,PMC6134951,2015,2020,day 1,False,1,,,day,day,time,1980,1990,prednisone,Treatment,same_sentence,C0032952,concept:C0032952
PMC6134951_01,PMC6134951,2040,2045,20 mg,False,20,,,mg,mg,mass,1980,1990,prednisone,Treatment,same_sentence,C0032952,concept:C0032952
PMC6134951_01,PMC6134951,2085,2090,10 mg,False,10,,,mg,mg,mass,1980,1990,prednisone,Treatment,window_fallback,C0032952,concept:C0032952
PMC6134951_01,PMC6134951,2110,2116,5 days,False,5,,,days,days,time,2082,2087,at 10,Treatment,same_sentence,C0591126,concept:C0591126
PMC6134951_01,PMC6134951,2140,2146,7 days,False,7,,,days,days,time,2082,2087,at 10,Treatment,same_sentence,C0591126,concept:C0591126
PMC6134951_01,PMC6134951,2194,2199,50 mg,False,50,,,mg,mg,mass,2178,2193,diphenhydramine,Treatment,same_sentence,C0012522,concept:C0012522
PMC6134951_01,PMC6134951,2387,2392,1 day,False,1,,,day,day,time,2351,2358,febrile,Symptom,same_sentence,C0015967,concept:C0015967
PMC6134951_01,PMC6134951,2662,2668,1 week,False,1,,,week,week,time,2651,2661,brigatinib,Treatment,same_sentence,C4287815,concept:C4287815
PMC6343374_01,PMC6343374,38,44,2760 g,False,2760,,,g,g,mass,,,,,none,,
PMC6343374_01,PMC6343374,92,100,38 weeks,False,38,,,weeks,weeks,time,76,91,gestational age,Finding,same_sentence,C2053598,concept:C2053598
PMC6343374_01,PMC6343374,271,274,75%,False,75,,,%,%,percentage,232,245,truncal valve,BodyPart,same_sentence,C4253024,concept:C4253024
PMC6343374_01,PMC6343374,423,428,day 6,False,6,,,day,day,time,439,456,median sternotomy,Treatment,same_sentence_forward,C1282959,concept:C1282959
PMC6343374_01,PMC6343374,1385,1392,70 mmHg,False,70,,,mmHg,mmhg,pressure,,,,,none,,
PMC6343374_01,PMC6343374,1480,1488,2 months,False,2,,,months,months,time,1495,1502,surgery,Treatment,same_sentence_forward,C0543467,concept:C0543467
PMC6343374_01,PMC6343374,1582,1590,7 months,False,7,,,months,months,time,1613,1626,stent removal,Treatment,same_sentence_forward,C0522778,concept:C0522778
PMC6343374_01,PMC6343374,1831,1837,54-day,False,54,,,day,day,time,1768,1778,intubation,Treatment,window_fallback,C0021925,concept:C0021925
PMC6343374_01,PMC6343374,1895,1904,36 months,False,36,,,months,months,time,1875,1891,echocardiography,Exam,same_sentence,C0013516,concept:C0013516
PMC6343374_01,PMC6343374,2148,2153,12.5%,False,12.5,,,%,%,percentage,2049,2052,TAC,Treatment,window_fallback,C2962221,concept:C2962221
PMC6343374_01,PMC6343374,2620,2625,13.2%,False,13.2,,,%,%,percentage,2602,2609,surgery,Treatment,same_sentence,C0543467,concept:C0543467
PMC6343374_01,PMC6343374,3457,3461,5 mm,False,5,,,mm,mm,length,3411,3417,relief,Finding,same_sentence,C0564405,concept:C0564405
PMC6343374_01,PMC6343374,3464,3469,20 mm,False,20,,,mm,mm,length,3457,3461,5 mm,Finding,same_sentence,C3840882,concept:C3840882
PMC6343374_01,PMC6343374,3817,3820,33%,False,33,,,%,%,percentage,3706,3730,intravascular ultrasound,Exam,same_sentence,C1456025,concept:C1456025
PMC6343374_01,PMC6343374,3824,3832,6 months,False,6,,,months,months,time,3706,3730,intravascular ultrasound,Exam,same_sentence,C1456025,concept:C1456025
PMC6343374_01,PMC6343374,4215,4221,3 days,False,3,,,days,days,time,4148,4168,ST-segment elevation,Finding,same_sentence,C0520886,concept:C0520886
PMC6354154_01,PMC6354154,2075,2084,24 months,False,24,,,months,months,time,2109,2119,recurrence,Diagnosis,same_sentence_forward,C2825055,concept:C2825055
PMC6354154_01,PMC6354154,2337,2346,36 months,False,36,,,months,months,time,2321,2332,no response,Finding,window_fallback,C4282382,concept:C4282382
PMC6949661_01,PMC6949661,1138,1145,122 bpm,False,122,,,bpm,bpm,rate,1123,1134,tachycardia,Finding,same_sentence,C0039231,concept:C0039231
PMC6949661_01,PMC6949661,2579,2584,30 cm,False,30,,,cm,cm,length,2571,2578,jejunum,BodyPart,same_sentence,C0022378,concept:C0022378
PMC6949661_01,PMC6949661,2780,2786,130 cm,False,130,,,cm,cm,length,2759,2765,pushed,Diagnosis,same_sentence,C5686944,concept:C5686944
PMC6949661_01,PMC6949661,3034,3041,2 years,False,2,,,years,years,time,3045,3052,surgery,Treatment,same_sentence_forward,C0543467,concept:C0543467
PMC7086412_01,PMC7086412,94,102,40 weeks,False,40,,,weeks,weeks,time,77,85,Delivery,Treatment,same_sentence,C0011209,concept:C0011209
PMC7086412_01,PMC7086412,619,627,25 weeks,False,25,,,weeks,weeks,time,587,594,glucose,Treatment,same_sentence,C0017725,concept:C0017725
PMC7086412_01,PMC7086412,872,880,25 weeks,False,25,,,weeks,weeks,time,824,848,blood glucose monitoring,Treatment,same_sentence,C3669205,concept:C3669205
PMC7086412_01,PMC7086412,1547,1551,6.6%,False,6.6,,,%,%,percentage,1469,1480,abnormality,Finding,same_sentence,C1704258,concept:C1704258
PMC7086412_01,PMC7086412,2030,2038,36 hours,False,36,,,hours,hours,time,1987,1995,dilation,Diagnosis,same_sentence,C0012359,concept:C0012359
PMC7086412_02,PMC7086412,82,90,37 weeks,False,37,,,weeks,weeks,time,65,73,Delivery,Treatment,same_sentence,C0011209,concept:C0011209
PMC7086412_02,PMC7086412,543,547,5.0%,False,5.0,,,%,%,percentage,395,412,weeks gestational,Finding,window_fallback,C5203192,concept:C5203192
PMC7086412_02,PMC7086412,589,598,160 mg/dL,False,160,,,mg/dL,mg/dl,lab_concentration,,,,,none,,
PMC7086412_02,PMC7086412,628,636,hour 100,False,100,,,hour,hour,time,,,,,none,,
PMC7086412_02,PMC7086412,737,746,135 mg/dL,False,135,,,mg/dL,mg/dl,lab_concentration,665,672,fasting,Finding,same_sentence,C0015663,concept:C0015663
PMC7086412_02,PMC7086412,935,943,25 weeks,False,25,,,weeks,weeks,time,823,829,single,Finding,window_fallback,C0087136,concept:C0087136
PMC7086412_02,PMC7086412,988,996,36 weeks,False,36,,,weeks,weeks,time,938,955,weeks gestational,Finding,same_sentence,C5203192,concept:C5203192
PMC7086412_02,PMC7086412,1018,1025,36-week,False,36,,,week,week,time,991,1008,weeks gestational,Finding,window_fallback,C5203192,concept:C5203192
PMC7086412_02,PMC7086412,1125,1134,101 mg/dL,False,101,,,mg/dL,mg/dl,lab_concentration,1053,1060,fasting,Finding,same_sentence,C0015663,concept:C0015663
PMC7086412_02,PMC7086412,1488,1492,6.6%,False,6.6,,,%,%,percentage,1410,1421,abnormality,Finding,same_sentence,C1704258,concept:C1704258
PMC7086412_02,PMC7086412,1874,1882,24 hours,False,24,,,hours,hours,time,1845,1853,dilation,Diagnosis,same_sentence,C0012359,concept:C0012359
PMC7086412_02,PMC7086412,3076,3082,3590 g,False,3590,,,g,g,mass,3045,3053,delivery,Treatment,same_sentence,C0011209,concept:C0011209
PMC7102447_01,PMC7102447,154,159,33 mm,False,33,,,mm,mm,length,108,146,bioprosthetic mitral valve replacement,Treatment,same_sentence,C0553895,concept:C0553895
PMC7102447_01,PMC7102447,467,477,0.04 ng/mL,False,0.04,,,ng/mL,ng/ml,lab_concentration,411,434,left atrial enlargement,Finding,window_fallback,C0238705,concept:C0238705
PMC7102447_01,PMC7102447,519,529,21.2 ng/mL,False,21.2,,,ng/mL,ng/ml,lab_concentration,411,434,left atrial enlargement,Finding,window_fallback,C0238705,concept:C0238705
PMC7102447_01,PMC7102447,534,541,308 U/L,False,308,,,U/L,u/l,lab_concentration,411,434,left atrial enlargement,Finding,window_fallback,C0238705,concept:C0238705
PMC7102447_01,PMC7102447,1136,1145,20.1 mmHg,False,20.1,,,mmHg,mmhg,pressure,1092,1105,regurgitation,Symptom,same_sentence,C2004489,concept:C2004489
PMC7102447_01,PMC7102447,1164,1171,0.68 cm,False,0.68,,,cm,cm,length,1092,1105,regurgitation,Symptom,same_sentence,C2004489,concept:C2004489
PMC7102447_01,PMC7102447,1228,1236,6 months,False,6,,,months,months,time,1092,1105,regurgitation,Symptom,window_fallback,C2004489,concept:C2004489
PMC7102447_01,PMC7102447,1480,1485,33 mm,False,33,,,mm,mm,length,1460,1467,surgery,Treatment,same_sentence,C0543467,concept:C0543467
PMC7102447_01,PMC7102447,1789,1795,4 mmHg,False,4,,,mmHg,mmhg,pressure,1746,1772,mitral valve mean gradient,Finding,same_sentence,C5818474,concept:C5818474
PMC7519975_01,PMC7519975,1128,1135,65 mmHg,False,65,,,mmHg,mmhg,pressure,1081,1104,arterial blood pressure,Finding,same_sentence,C1272641,concept:C1272641
PMC7519975_01,PMC7519975,1637,1644,148 meq,False,148,,,meq,meq,dose_unit,1624,1636,serum sodium,Exam,same_sentence,C0523891,concept:C0523891
PMC7519975_01,PMC7519975,1668,1675,3.7 meq,False,3.7,,,meq,meq,dose_unit,1652,1667,serum potassium,Exam,same_sentence,C0302353,concept:C0302353
PMC7519975_01,PMC7519975,1692,1699,112 meq,False,112,,,meq,meq,dose_unit,1683,1691,chloride,Treatment,same_sentence,C0596019,concept:C0596019
PMC7519975_01,PMC7519975,1711,1716,17 mg,False,17,,,mg,mg,mass,1707,1710,BUN,Exam,same_sentence,C0005845,concept:C0005845
PMC7519975_01,PMC7519975,1739,1745,0.4 mg,False,0.4,,,mg,mg,mass,1707,1710,BUN,Exam,same_sentence,C0005845,concept:C0005845
PMC7519975_01,PMC7519975,1771,1777,125 mg,False,125,,,mg,mg,mass,1757,1770,serum glucose,Exam,same_sentence,C0202041,concept:C0202041
PMC7519975_01,PMC7519975,1803,1809,8.2 mg,False,8.2,,,mg,mg,mass,1789,1802,serum calcium,Exam,same_sentence,C0728876,concept:C0728876
PMC7519975_01,PMC7519975,2091,2098,30 days,False,30,,,days,days,time,2069,2083,cardiac arrest,Diagnosis,same_sentence,C0018790,concept:C0018790
PMC7519975_01,PMC7519975,3835,3842,60 mmHg,False,60,,,mmHg,mmhg,pressure,3795,3818,arterial blood pressure,Finding,same_sentence,C1272641,concept:C1272641
PMC7519975_01,PMC7519975,3893,3899,62 bpm,False,62,,,bpm,bpm,rate,3878,3883,heart,BodyPart,same_sentence,C0018787,concept:C0018787
PMC7519975_01,PMC7519975,4011,4017,88-90%,True,,88,90,%,%,percentage,3990,3996,oxygen,Treatment,same_sentence,C0030054,concept:C0030054
PMC7519975_01,PMC7519975,4441,4446,day 2,False,2,,,day,day,time,4289,4296,Surgery,Treatment,window_fallback,C0543467,concept:C0543467
PMC7519975_01,PMC7519975,4506,4511,day 3,False,3,,,day,day,time,4472,4483,vasopressor,Treatment,same_sentence,C0042397,concept:C0042397
PMC7519975_01,PMC7519975,4557,4562,day 4,False,4,,,day,day,time,4506,4511,day 3,Finding,window_fallback,C3842675,concept:C3842675
PMC7519975_01,PMC7519975,4742,4747,day 7,False,7,,,day,day,time,4720,4724,died,Finding,same_sentence,C1546956,concept:C1546956
PMC7718649_01,PMC7718649,108,113,10 mg,False,10,,,mg,mg,mass,89,92,SLE,Diagnosis,same_sentence,C0024141,concept:C0024141
PMC7718649_01,PMC7718649,156,161,0.2 g,False,0.2,,,g,g,mass,136,154,hydroxychloroquine,Treatment,same_sentence,C0020336,concept:C0020336
PMC7718649_01,PMC7718649,839,844,75 mg,False,75,,,mg,mg,mass,786,796,first time,Finding,same_sentence,C6068191,concept:C6068191
PMC7718649_01,PMC7718649,866,871,0.3 g,False,0.3,,,g,g,mass,858,865,arbidol,Treatment,same_sentence,C5399815,concept:C5399815
PMC7718649_01,PMC7718649,898,903,0.4 g,False,0.4,,,g,g,mass,858,865,arbidol,Treatment,same_sentence,C5399815,concept:C5399815
PMC7718649_01,PMC7718649,943,948,1.4 g,False,1.4,,,g,g,mass,858,865,arbidol,Treatment,same_sentence,C5399815,concept:C5399815
PMC7718649_01,PMC7718649,1099,1105,7 days,False,7,,,days,days,time,1089,1094,drugs,Treatment,same_sentence,C0013227,concept:C0013227
PMC7718649_01,PMC7718649,1562,1565,5 g,False,5,,,g,g,mass,1510,1530,human immunoglobulin,Treatment,same_sentence,C0358321,concept:C0358321
PMC7718649_01,PMC7718649,1651,1656,25 mg,False,25,,,mg,mg,mass,1639,1649,prednisone,Treatment,same_sentence,C0032952,concept:C0032952
PMC7718649_01,PMC7718649,1673,1679,5 days,False,5,,,days,days,time,1639,1649,prednisone,Treatment,same_sentence,C0032952,concept:C0032952
PMC7718649_01,PMC7718649,2558,2565,74 mmHg,False,74,,,mmHg,mmhg,pressure,2535,2549,blood pressure,Finding,same_sentence,C1271104,concept:C1271104
PMC7718649_01,PMC7718649,2740,2743,98%,False,98,,,%,%,percentage,2721,2726,nasal,Finding,same_sentence,C4520890,concept:C4520890
PMC7718649_01,PMC7718649,3112,3116,7.1%,False,7.1,,,%,%,percentage,3141,3146,sugar,Treatment,same_sentence_forward,C0242209,concept:C0242209
PMC7718649_01,PMC7718649,3163,3174,11.1 mmol/L,False,11.1,,,mmol/L,mmol/l,lab_concentration,3141,3146,sugar,Treatment,same_sentence,C0242209,concept:C0242209
PMC7718649_01,PMC7718649,3360,3365,25 mg,False,25,,,mg,mg,mass,3348,3358,Prednisone,Treatment,same_sentence,C0032952,concept:C0032952
PMC7718649_01,PMC7718649,3408,3413,0.2 g,False,0.2,,,g,g,mass,3388,3406,hydroxychloroquine,Treatment,same_sentence,C0020336,concept:C0020336
PMC7718649_01,PMC7718649,3504,3509,40 mg,False,40,,,mg,mg,mass,3480,3488,COVID-19,Diagnosis,window_fallback,C5203670,concept:C5203670
PMC7718649_01,PMC7718649,3607,3612,0.5 g,False,0.5,,,g,g,mass,3581,3591,prednisone,Treatment,window_fallback,C0032952,concept:C0032952
PMC7718649_01,PMC7718649,3709,3714,50 mg,False,50,,,mg,mg,mass,3682,3691,infection,Diagnosis,window_fallback,C0009450,concept:C0009450
PMC7718649_01,PMC7718649,4230,4235,15 mg,False,15,,,mg,mg,mass,4219,4226,reduced,Finding,same_sentence,C0392756,concept:C0392756
PMC7718649_01,PMC7718649,4274,4280,day 15,False,15,,,day,day,time,4250,4259,pneumonia,Diagnosis,window_fallback,C0032285,concept:C0032285
PMC7718649_01,PMC7718649,4879,4884,10 mg,False,10,,,mg,mg,mass,4868,4875,reduced,Finding,same_sentence,C0392756,concept:C0392756
PMC7718649_01,PMC7718649,4984,4990,day 16,False,16,,,day,day,time,4899,4908,pneumonia,Diagnosis,window_fallback,C0032285,concept:C0032285
PMC7718649_01,PMC7718649,5044,5050,day 20,False,20,,,day,day,time,5075,5085,wrist pain,Symptom,same_sentence_forward,C5970507,concept:C5970507
PMC7718649_01,PMC7718649,5103,5108,60 mg,False,60,,,mg,mg,mass,5091,5101,loxoprofen,Treatment,same_sentence,C0065199,concept:C0065199
PMC7718649_01,PMC7718649,5158,5164,day 22,False,22,,,day,day,time,5091,5101,loxoprofen,Treatment,window_fallback,C0065199,concept:C0065199
PMC7718649_01,PMC7718649,5672,5678,3 days,False,3,,,days,days,time,5648,5652,back,BodyPart,same_sentence,C1995000,concept:C1995000
PMC8627357_01,PMC8627357,1101,1104,88%,False,88,,,%,%,percentage,1090,1097,hypoxia,Diagnosis,same_sentence,C0242184,concept:C0242184
PMC9387390_01,PMC9387390,858,867,11 months,False,11,,,months,months,time,892,904,chemotherapy,Treatment,same_sentence_forward,C3665472,concept:C3665472
PMC9387390_01,PMC9387390,1489,1495,4 days,False,4,,,days,days,time,1374,1399,intra-abdominal abscesses,Diagnosis,window_fallback,C0243001,concept:C0243001
PMC9387390_01,PMC9387390,1691,1697,7 days,False,7,,,days,days,time,1667,1679,follow-up CT,Exam,same_sentence,C0202657,concept:C0202657
PMC9387390_01,PMC9387390,3672,3677,20 mm,False,20,,,mm,mm,length,3645,3653,drainage,Treatment,window_fallback,C0013103,concept:C0013103
PMC9387390_01,PMC9387390,3680,3685,10 mm,False,10,,,mm,mm,length,3645,3653,drainage,Treatment,window_fallback,C0013103,concept:C0013103
PMC9387390_01,PMC9387390,3944,3949,25 mm,False,25,,,mm,mm,length,3791,3815,delayed gastric emptying,Finding,window_fallback,C0740411,concept:C0740411
PMC9387390_01,PMC9387390,3952,3957,90 mm,False,90,,,mm,mm,length,3791,3815,delayed gastric emptying,Finding,window_fallback,C0740411,concept:C0740411
PMC9529523_01,PMC9529523,46,53,11-year,False,11,,,year,year,time,72,97,postpartum cardiomyopathy,Diagnosis,same_sentence_forward,C0269972,concept:C0269972
PMC9529523_01,PMC9529523,129,135,30-35%,True,,30,35,%,%,percentage,108,125,ejection fraction,Finding,same_sentence,C2700378,concept:C2700378
PMC9529523_01,PMC9529523,928,938,2317 mg/dL,False,2317,,,mg/dL,mg/dl,lab_concentration,914,917,IgG,Exam,same_sentence,C0202087,concept:C0202087
PMC9529523_01,PMC9529523,1413,1418,77 mm,False,77,,,mm,mm,length,1362,1402,elevated; erythrocyte sedimentation rate,Finding,same_sentence,C0151632,concept:C0151632
PMC9529523_01,PMC9529523,1453,1462,6.2 mg/dL,False,6.2,,,mg/dL,mg/dl,lab_concentration,1413,1418,77 mm,Treatment,same_sentence,C0960908,concept:C0960908
PMC9529523_01,PMC9529523,1698,1704,300 mg,False,300,,,mg,mg,mass,1679,1697,hydroxychloroquine,Treatment,same_sentence,C0020336,concept:C0020336
PMC9529523_01,PMC9529523,1712,1718,3.9 mg,False,3.9,,,mg,mg,mass,1679,1697,hydroxychloroquine,Treatment,same_sentence,C0020336,concept:C0020336
PMC9529523_01,PMC9529523,2239,2249,2.14 mg/dL,False,2.14,,,mg/dL,mg/dl,lab_concentration,2219,2235,serum creatinine,Exam,same_sentence,C0201976,concept:C0201976
PMC9529523_01,PMC9529523,2269,2278,1.0 mg/dL,False,1.0,,,mg/dL,mg/dl,lab_concentration,2219,2235,serum creatinine,Exam,same_sentence,C0201976,concept:C0201976
PMC9529523_01,PMC9529523,2315,2323,61 mg/dL,False,61,,,mg/dL,mg/dl,lab_concentration,2341,2354,urine protein,Exam,same_sentence_forward,C0262923,concept:C0262923
PMC9529523_01,PMC9529523,2330,2335,90 mm,False,90,,,mm,mm,length,2341,2354,urine protein,Exam,same_sentence_forward,C0262923,concept:C0262923
PMC9529523_01,PMC9529523,2411,2423,1232.1 ng/ml,False,1232.1,,,ng/ml,ng/ml,lab_concentration,2382,2400,hydroxychloroquine,Treatment,same_sentence,C0020336,concept:C0020336
PMC9529523_01,PMC9529523,2485,2495,1000 ng/mL,False,1000,,,ng/mL,ng/ml,lab_concentration,2450,2468,hydroxychloroquine,Treatment,same_sentence,C0020336,concept:C0020336
PMC9529523_01,PMC9529523,2635,2641,200 mg,False,200,,,mg,mg,mass,2596,2614,hydroxychloroquine,Treatment,same_sentence,C0020336,concept:C0020336
PMC9529523_01,PMC9529523,2649,2655,3.1 mg,False,3.1,,,mg,mg,mass,2596,2614,hydroxychloroquine,Treatment,same_sentence,C0020336,concept:C0020336
PMC9529523_01,PMC9529523,2990,2993,78%,False,78,,,%,%,percentage,2959,2985,forced vital capacity (FVC,Exam,same_sentence,C3714541,concept:C3714541
PMC9529523_01,PMC9529523,3032,3035,83%,False,83,,,%,%,percentage,2959,2985,forced vital capacity (FVC,Exam,same_sentence,C3714541,concept:C3714541
PMC9529523_01,PMC9529523,3053,3057,107%,False,107,,,%,%,percentage,2959,2985,forced vital capacity (FVC,Exam,same_sentence,C3714541,concept:C3714541
PMC9529523_01,PMC9529523,3146,3149,37%,False,37,,,%,%,percentage,3099,3105,carbon,Treatment,same_sentence,C0007009,concept:C0007009
PMC9529523_01,PMC9529523,3464,3466,5%,False,5,,,%,%,percentage,3360,3366,injury,Diagnosis,window_fallback,C3263722,concept:C3263722
PMC9529523_01,PMC9529523,3479,3483,125%,False,125,,,%,%,percentage,3360,3366,injury,Diagnosis,window_fallback,C3263722,concept:C3263722
PMC9529523_01,PMC9529523,3499,3508,995 pg/mL,False,995,,,pg/mL,pg/ml,lab_concentration,3360,3366,injury,Diagnosis,window_fallback,C3263722,concept:C3263722
PMC9529523_01,PMC9529523,4261,4270,1.5 weeks,False,1.5,,,weeks,weeks,time,4274,4295,mycophenolate mofetil,Treatment,same_sentence_forward,C0209368,concept:C0209368
PMC9529523_01,PMC9529523,4515,4518,10%,False,10,,,%,%,percentage,4475,4504,ventricular ejection fraction,Exam,same_sentence,C0042508,concept:C0042508
PMC9529523_01,PMC9529523,4547,4553,860 ml,False,860,,,ml,ml,volume,4520,4538,pericardiocentesis,Treatment,same_sentence,C0191234,concept:C0191234
PMC9529523_01,PMC9529523,4681,4689,17 mg/dL,False,17,,,mg/dL,mg/dl,lab_concentration,4648,4658,malignancy,Diagnosis,window_fallback,C0006826,concept:C0006826
PMC9529523_01,PMC9529523,5099,5108,274 ng/ml,False,274,,,ng/ml,ng/ml,lab_concentration,5070,5088,hydroxychloroquine,Treatment,same_sentence,C0020336,concept:C0020336
PMC9532611_01,PMC9532611,126,136,1.8 mmol/l,False,1.8,,,mmol/l,mmol/l,lab_concentration,55,59,a 12,Treatment,same_sentence,C0620347,concept:C0620347
PMC9532611_01,PMC9532611,189,196,94 mmHg,False,94,,,mmHg,mmhg,pressure,171,183,hypertension,Diagnosis,same_sentence,C0020538,concept:C0020538
PMC9532611_01,PMC9532611,296,302,142 cm,False,142,,,cm,cm,length,232,241,pregnancy,Finding,window_fallback,C0549206,concept:C0549206
PMC9532611_01,PMC9532611,322,327,44 kg,False,44,,,kg,kg,mass,232,241,pregnancy,Finding,window_fallback,C0549206,concept:C0549206
PMC9532611_01,PMC9532611,831,838,4 years,False,4,,,years,years,time,778,790,hypertension,Diagnosis,window_fallback,C0020538,concept:C0020538
PMC9532611_02,PMC9532611,195,200,49 kg,False,49,,,kg,kg,mass,113,137,increased blood pressure,Finding,window_fallback,C0497247,concept:C0497247
PMC9532611_02,PMC9532611,228,234,136 cm,False,136,,,cm,cm,length,113,137,increased blood pressure,Finding,window_fallback,C0497247,concept:C0497247
PMC9532611_02,PMC9532611,317,324,6 years,False,6,,,years,years,time,277,285,bone age,Finding,same_sentence,C0429620,concept:C0429620
PMC9969157_01,PMC9969157,31,38,7 weeks,False,7,,,weeks,weeks,time,,,,,none,,
PMC9969157_01,PMC9969157,640,645,5 min,False,5,,,min,min,time,574,581,Grimace,Symptom,same_sentence,C0239779,concept:C0239779
PMC9969157_01,PMC9969157,682,689,2.46 kg,False,2.46,,,kg,kg,mass,711,715,head,BodyPart,same_sentence_forward,C0018670,concept:C0018670
PMC9969157_01,PMC9969157,698,705,47.5 cm,False,47.5,,,cm,cm,length,711,715,head,BodyPart,same_sentence_forward,C0018670,concept:C0018670
PMC9969157_01,PMC9969157,730,737,32.5 cm,False,32.5,,,cm,cm,length,711,715,head,BodyPart,same_sentence,C0018670,concept:C0018670
PMC9969157_01,PMC9969157,902,905,10%,False,10,,,%,%,percentage,906,914,dextrose,Treatment,same_sentence_forward,C0017725,concept:C0017725
PMC9969157_01,PMC9969157,925,931,150 ml,False,150,,,ml,ml,volume,906,914,dextrose,Treatment,same_sentence,C0017725,concept:C0017725
PMC9969157_01,PMC9969157,1704,1709,0.5 g,False,0.5,,,g,g,mass,1577,1594,Enteral nutrition,Treatment,window_fallback,C0086225,concept:C0086225
PMC9969157_01,PMC9969157,1730,1735,0.5 g,False,0.5,,,g,g,mass,1577,1594,Enteral nutrition,Treatment,window_fallback,C0086225,concept:C0086225
PMC9969157_01,PMC9969157,1745,1753,5-7 days,True,,5,7,days,days,time,,,,,none,,
PMC9969157_01,PMC9969157,1798,1803,20 ml,False,20,,,ml,ml,volume,,,,,none,,
PMC9969157_01,PMC9969157,1830,1835,23 ml,False,23,,,ml,ml,volume,,,,,none,,
